MIR_ID	Rcc1_miR_prog	Rcc10_miR_nonprog	Rcc11_miR_prog	Rcc12_miR_nonprog	Rcc13_miR_nonprog	Rcc15_miR_nonprog	Rcc16_miR_nonprog	Rcc17_miR_nonprog	Rcc18_miR_nonprog	Rcc19_miR_nonprog	Rcc2_miR_prog	Rcc20_miR_nonprog	Rcc21_miR_nonprog	Rcc22_miR_nonprog	Rcc23_miR_nonprog	Rcc3_miR_prog	Rcc4_miR_nonprog	Rcc5_miR_prog	Rcc7_miR_nonprog	Rcc8_miR_prog	Rcc9_miR_prog
miR-325-5p	0	0	11	2	0	0	5	4	17	1	0	0	11	1	4	3	0	0	0	0	11
miR-577	0	0	10	0	0	0	0	1	0	0	2	0	6	3	1	1	10	0	0	0	0
miR-548f-1-3p	0	0	8	0	1	0	2	6.8	1.285714286	0	8	0	0	1	0.8	0	0	0	2	0	0
miR-6823-5p	0	0	8	3	3	2	0	10	0	1	4	6	3	3	0	0	0	3	1	1	5
miR-761-5p	0	0	8	1	0	0	0	3	3	2	5	0	8	2	4	0	0	0	0	0	3
miR-182-3p	0	0	8	0	0	0	0	2	3	2	0	12	3	0	5	0	0	0	1	0	6
miR-6876-3p	0	0	7	2	4	0	0	6	9	6	0	10	6	0	7	0	0	5	2	6	1
miR-8057-3p	0	0	7	0	2	7	3	3	2	3	4	0	0	3	0	1	0	0	0	0	3
miR-654-5p	0	0	7	4	7	9	0	7	10	10	8	22	11	4	5	5	3	22	7	1	4
miR-3944-3p	0	0	6	2	14	5	0	0	3	3	2	10	0	3	1	1	0	0	7	0	5
miR-3190-5p	0	0	6	0	0	0	0	1	0	0	2	20	3	16	2	1	22	2	3	0	3
miR-3185-5p	0	0	6	0	4	3	1	2	0	9	3	1	0	3	0	4	1	4	3	6	3
miR-509-3p	0	0	6	3	14	0	5	5	6	1	0	0	19	0	5	3	0	2	0	0	0
miR-5689-5p	0	0	6	0	0	0	5	9	0	4	18	9	11	3	10	4	1	10	1	2	0
miR-3529-5p	0	0	6	3	9	0	6	3	0	1	2	5	0	0	0	1	1	0	5	0	1
miR-4712-3p	0	0	6	0	0	0	5	4	2	1	0	0	4	4	0	1	0	2	0	5	1
miR-4718-3p	0	0	6	4	5	0	2	2	5	1	2	0	7	5	3	2	4	0	1	12	0
miR-489-5p	0	0	5	12	4	13	0	3	5	0	0	7	6	0	0	9	0	9	2	0	0
miR-6849-5p	0	0	5	3	5	0	0	10	5	0	1	0	2	2	0	1	0	2	1	7	2
miR-7844-5p	0	0	5	0	2	0	3	4	0	1	0	6	7	0	2	0	0	0	0	1	0
miR-3143-5p	0	0	5	2	6	24	0	3	0	4	0	0	6	0	3	2	0	2	0	5	1
miR-6838-3p	0	0	5	6	0	0	0	7	2	1	6	0	5	1	0	3	17	0	3	0	0
miR-11400-5p	0	0	5	0	2	0	1	7	0	0	0	0	0	0	0	0	1	1	0	0	0
miR-4776-2-5p	0	0	5	4	1	1	1	1	2	4	9	1	1	0	3	3	0	2	0	0	4
miR-3131-3p	0	0	5	1	0	0	0	1	0	0	2	4	2	0	1	0	0	3	0	0	1
miR-6715b-5p	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-6816-3p	0	0	5	0	5	10	0	4	0	0	7	0	0	1	6	0	2	9	0	6	5
miR-4519-3p	0	0	5	0	0	0	0	0	3	2	0	0	0	1	1	0	0	0	1	0	1
miR-4764-5p	0	0	5	0	0	0	2	4	5	0	0	0	0	0	1	0	0	0	0	4	2
miR-379-3p	0	0	5	0	12	0	0	0	6	6	2	10	6.5	0	0	1	0	8.5	3	4	0
miR-4701-3p	0	0	5	0	0	0	0	0	9	0	0	11	4	1	0	2	0	0	0	0	2
miR-6077-3p	0	0	4	1	3	0	0	0	1	0	1	0	0	0	5	0	0	1	0	0	0
miR-208a-3p	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-548ac-3p	0	0	4	0	0	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	7
miR-548ab-5p	0	0	4	5	0	0	0	2.5	0	0	0	0	1	0	1.5	2	0	2.5	0	9	0
miR-4471-3p	0	0	4	0	0	0	1	0	0	0	4	0	3	0	0	0	0	1	0	0	1
miR-2909-5p	0	0	4	5	0	0	0	6	1	11	0	1	0	1	0	0	0	3	0	7	1
miR-492-3p	0	0	4	0	1	0	2	2	0	1	4	0	0	0	0	0	0	0	0	2	6
miR-376b-5p	0	0	4	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
miR-3670-4-3p	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0
miR-8074-3p	0	0	4	0	0	0	0	1	3	2	6	0	0	0	0	5	1	2	4	10	0
miR-6827-5p	0	0	4	5	6	0	0	0	2	3	3	0	3	0	0	0	0	0	0	1	2
miR-3085-3p	0	0	4	3	8	0	2	3	0	0	1	0	0	0	0	0	0	11	3	3	0
miR-6859-4-5p	0	0	4	2	0	0	1	0	1	0	0	0	4	0	0	2	0	0	0	0	5
miR-548w-3p	0	0	4	0	7	9	0	0	0	5	3	9	0	1	2	0	0	0	2	0	0
miR-297-5p	0	0	4	0	0	0	0	3	1	3	2	0	0	0	0	0	0	4	0	0	0
miR-4724-3p	0	0	4	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	2	0	0
miR-623-5p	0	0	4	0	6	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
miR-516b-2-5p	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
miR-6876-5p	0	0	4	1	0	0	0	7	0	1	3	0	0	6	3	1	0	1	0	11	0
miR-1914-3p	0	0	4	0	4	0	4	2	1	0	9	1	3	0	0	8	18	3	0	11	1
miR-3139-5p	0	0	4	0	0	0	4	3	2	4	0	2	0	0	0	0	0	1	1	0	0
miR-492-5p	0	0	4	0	0	0	3	3	5	0	0	0	1	0	7	0	0	3	2	0	1
miR-3686-3p	0	0	4	3	8	3	1	9	0	2	6	9	3	3	1	1	0	0	0	9	7
miR-6807-5p	0	0	4	2	1	4	2	4	9	2	0	5	5	5	0	2	0	10	0	1	0
miR-4669-5p	0	0	4	2	1	0	0	2	0	0	6	0	0	2	1	0	0	0	0	0	0
miR-96-3p	0	0	4	2	4	0	8	13	0	0	0	0	7	2	0	5	0	2	0	2	1
miR-6867-5p	0	0	4	1	7	11	3	0	0	1	0	2	2	5	5	1	0	10	1	0	7
miR-612-3p	0	0	4	0	0	0	0	1	0	5	9	10	0	7	0	1	0	0	0	1	0
miR-6839-3p	0	0	4	0	0	0	2	2	7	0	0	0	2	0	2	0	0	2	3	10	0
miR-6890-5p	0	0	4	0	2	0	0	5	5	0	0	0	0	3.5	0	0	0	1	0	0	4
miR-6887-3p	0	0	4	2	0	2	0	1	6	0	0	0	0	2	0	0	0	2	0	0	0
miR-527-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-3186-3p	0	0	3	2	5	0	0	4	0	5	1	6	0	0	3	1	0	6	2	3	1
miR-449a-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-551a-5p	0	0	3	1	3	0	2	2	0	2	7	2	8	3	1	0	0	1	4	9	1
miR-3180-3-3p	0	0	3	6	4	0	3	1	3	0	0	4	3	2	1	1	0	0	3	3	19
miR-4804-3p	0	0	3	0	1	0	0	1	0	4	1	0	0	4	0	6	0	3	0	0	0
miR-1302-11-3p	0	0	3	4	0	0	0	3	0	0	0	5	0	0	0	0	2	9	0	0	0
miR-632-5p	0	0	3	4	6	0	0	1	0	1	0	2	0	0	0	1	0	1	3	0	0
miR-1193-5p	0	0	3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	3	0
miR-5695	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-3180-5-5p	0	0	3	0	0	0	1	0	0	1	0	1	3	0	0	0	1	3	0	2	0
miR-451b-3p	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-4684-5p	0	0	3	0	2	0	0	4	6	4	3	0	10	0	3	1	0	3	0	0	0
miR-3201-5p	0	0	3	3	0	0	4	3	1	0	6	11	2	1	9	1	0	0	1	2	9
miR-4292-3p	0	0	3	1	0	1	0	1	0	4	0	0	0	0	1	1	0	1	1	1	1
miR-4429-3p	0	0	3	0	1	0	0	0	0	1	2	3	0	0	1	1	0	0	0	0	0
miR-6508-5p	0	0	3	0	2	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0
miR-635-5p	0	0	3	3	9	0	0	0	0	4	0	0	0	0	0	3	0	1	0	0	4
miR-573-3p	0	0	3	4	1	0	1	0	0	1	1	0	3	0	0	0	0	9	5	0	0
miR-378j-5p	0	0	3	8	6	18	12	26	10	1	15	0	9	13	3	1	0	6	0	5	10
miR-6859-4-3p	0	0	3	0	0	1	0	0	0	3	0	0	1	0	3	0	0	0	1	0	0
miR-888-3p	0	0	3	0	0	0	0	0	0	3	3	7	0	0	0	2	0	0	2	2	0
miR-3618-5p	0	0	3	0	0	3	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0
miR-888-5p	0	0	3	0	0	0	0	0	12	0	0	0	6	2	11	0	0	0	0	0	0
miR-7978	0	0	3	1	3	0	0	0	0	7	0	0	0	0	4	0	0	2	0	0	0
miR-4798-5p	0	0	3	0	0	0	0	3	3	9	3	5	0	1	4	0	0	0	5	0	2
miR-5571-3p	0	0	3	8	0	3	2	0	29	1	2	0	0	2	2	0	0	1	1	2	1
miR-510-5p	0	0	3	0	0	0	3	4	6	0	1	0	5	0	4	1	9	0	0	0	0
miR-6788-5p	0	0	3	5	0	0	1	0	3	2	2	2	1	10	1	2	0	3	4	7	10
miR-1269b-3p	0	0	3	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	2	0	2
miR-6759-5p	0	0	3	0	0	0	0	5	0	0	4	0	7	0	2	1	0	0	2	3	4
miR-4304-5p	0	0	3	0	0	0	0	2	4	0	0	0	1	0	2	0	0	0	0	1	0
miR-4663-5p	0	0	3	1	2	0	0	1	0	0	2	0	0	0	0	0	0	4	0	4	0
miR-640-3p	0	0	3	12	4	0	4	2	2	0	2	0	4	1	2	1	0	2	0	0	7
miR-4665-3p	0	0	3	0	2	0	0	5	5	0	0	0	4	1	0	1	0	2	1	1	1
miR-6798-5p	0	0	3	0	0	8	0	4	10	0	0	0	0	1	3	3	0	2	8	14	4
miR-3646-5p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-1269b-5p	0	0	3	3	4	4	69	3	2	0	27	7	5	2	3	2	0	0	6	3	0
miR-6716-5p	0	0	3	4	3	5	0	8	3	0	1	5	6	4	2	1	0	3	4	2	8
miR-612-5p	0	0	3	0	0	2	0	3	10	1	0	1	0	0	1	0	10	7	0	0	3
miR-891a-3p	0	0	3	0	0	0	0	6	0	0	11	0	0	0	1	1	0	7	0	2	0
miR-4657-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
miR-1825-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
miR-7977-3p	0	0	3	0	7	0	0	4	0	0	0	0	1	0	0	0	0	0	2	0	0
miR-4637-3p	0	0	3	0	0	0	0	0	2	2	0	1	2	0	0	2	0	6	5	0	0
miR-6127-5p	0	0	3	2	1	3	0	2	0	0	2	12	5	0	0	1	0	3	2	0	1
miR-4706-5p	0	0	3	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	2	0	1
miR-5587-5p	0	0	2	2	2	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
miR-4540-5p	0	0	2	0	1	0	0	3	2	0	0	0	0	1	0	0	0	1	0	0	0
miR-3621-3p	0	0	2	0	0	7	10.5	3	0	1	0	4	0	4	1	0	0	1	0	0	0
miR-4779-3p	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0
miR-3660-5p	0	0	2	3	9	0	3	1	6	2	1	0	1	6	2	0	0	2	2	0	0
miR-3926-1-3p	0	0	2	0	2	0	3	0	0	1	0	0	0	0	0	2	0	1	0	0	0
miR-490-5p	0	0	2	0	0	0	1	5	4	0	0	2	0	1	0	0	0	4	3	1	0
miR-216b-5p	0	0	2	2	0	10	0	10	13	3	1	0	2	3	4	10	0	4	1	1	0
miR-4645-5p	0	0	2	4	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0
miR-1244-4-3p	0	0	2	2	0	1	5	0	2	0	5	0	0	0	1	3	0	0	0	0	0
miR-4536-5p	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1252-5p	0	0	2	0	3	0	6	7	0	3	0	8	10	1	3	0	0	0	3	5	3
miR-1197	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
miR-448-3p	0	0	2	2	0	3	0	2	0	0	6	0	4	1	0	1	0	2	0	0	4
miR-3681-5p	0	0	2	3	0	0	2	1	0	0	0	0	11	0	1	0	0	2	0	0	0
miR-5581-3p	0	0	2	4	3	0	0	0	4	10	0	0	1	2	1	6	0	0	5	0	0
miR-550b-2-3p	0	0	2	1	0	0	0	1	3	0	4	3	0	0	1	1	0	1	0	0	0
miR-10527-3p	0	0	2	0	4	0	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0
miR-1470-5p	0	0	2	0	0	9	0	0	0	0	0	10	5	0	0	4	0	2	0	0	0
miR-4528-3p	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0
miR-5196-5p	0	0	2	1	3	0	2	8	0	0	3	4	7	9	5	1	0	1	0	2	3
miR-133a-5p	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0
miR-4499-5p	0	0	2	4	1	0	1	2	2	1	0	7	3	0	0	1	0	0	3	0	0
miR-4490-5p	0	0	2	0	4	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0
miR-4670-5p	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
miR-5683-5p	0	0	2	0	7	3	0	0	9	2	6	2	1	3	6	1	0	1	1	4	5
miR-4708-3p	0	0	2	0	0	0	8	4	0	6	1	0	1	0	1	0	0	3	0	0	2
miR-4443-3p	0	0	2	0	0	0	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0
miR-4723-5p	0	0	2	0	0	0	0	3	3	0	0	5	0	0	0	0	0	0	0	0	3
miR-346	0	0	2	1	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	4
miR-3152-3p	0	0	2	2	0	8	1	0	1	1	5	12	0	2	1	0	0	0	1	1	0
miR-4420-3p	0	0	2	5	0	9	0	1	0	1	4	0	1	9	1	1	0	0	2	0	0
miR-8060-5p	0	0	2	2	2	0	0	0	0	2	2	0	2	0	1	0	0	0	0	0	0
miR-1255b-2-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-764-3p	0	0	2	3	0	0	2	1	3	0	7	0	20	1	0	1	0	7	2	0	1
miR-581-3p	0	0	2	0	2	0	0	1	16	0	0	7	0	4	6	1	1	1	0	0	0
miR-4790-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
miR-548n	0	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0
miR-5682-3p	0	0	2	1	0	1	0	5	0	3	0	3	0	0	0	0	0	0	0	0	0
miR-940-5p	0	0	2	1	0	0	0	2	5	3	10	1	0	3	3	3	7	1	5	7	11
miR-133a-2-5p	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-4493-3p	0	0	2	0	1	4	4	0	0	0	0	0	0	1	0	0	0	0	1	0	1
miR-325-3p	0	0	2	0	1	6	8	0	1	5	3	0	1	0	0	1	0	0	0	0	0
miR-6882-3p	0	0	2	1	1	3	0	4	2	1	0	7	5	0	0	0	0	0	2	0	0
miR-8084-3p	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0
miR-4690-3p	0	0	2	0	5	0	1	7	3	3	2	1	1	3	0	4	0	7	1	0	0
miR-3166-3p	0	0	2	2	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0
miR-6762-5p	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
miR-518b-5p	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
miR-4752-3p	0	0	2	0	0	0	1	0	0	2	0	8	0	0	1	3	0	0	0	0	1
miR-621-3p	0	0	2	0	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	3	1
miR-1269b	0	0	2	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-323b-5p	0	0	2	1	0	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0
miR-373-5p	0	0	2	1	0	0	2	4	0	0	0	0	7	0	2	3	1	0	3	8	0
miR-12117-3p	0	0	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	5	0	0
miR-4325-3p	0	0	2	0	4	9	7	1	0	0	0	0	4	0	1	0	3	0	5	6	10
miR-4675-5p	0	0	2	5	0	2	0	1	0	0	0	0	2	0	0	4	0	3	4	0	0
miR-6870-3p	0	0	2	0	2	0	0	0	3	2	7	0	4	0	0	0	1	0	0	0	0
miR-5094-3p	0	0	2	2	7	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
miR-670-5p	0	0	2	3	2	0	4	4	2	10	7	3	0	3	2	0	0	5	7	0	0
miR-4251-5p	0	0	2	0	0	5	0	0	2	3	1	4	0	0	2	0	0	2	1	0	4
miR-525-3p	0	0	2	5	11	1	5	12	2	4	6	0	5	3	0	0	0	1	1	9	2
miR-5683-3p	0	0	2	0	0	6	1	0	0	0	6	0	3	0	0	0	0	0	0	0	3
miR-6863-5p	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2
miR-4713-5p	0	0	2	0	2	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	0
miR-5739-3p	0	0	2	1	2	0	3	0	0	2	8	6	0	1	1	1	0	1	4	1	0
miR-4425-5p	0	0	2	0	0	0	1	2	5	2	2	0	0	0	0	0	0	11	0	2	5
miR-3935-5p	0	0	2	7	10	0	0	8	0	2	1	0	0	5	4	0	0	1	0	1	2
miR-1289-2-5p	0	0	2	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3
miR-6886-3p	0	0	2	6	1	7	6	0	0	0	1	2	2	3	1	3	0	0	0	9	15
miR-4799-3p	0	0	2	0	1	0	0	3	3	0	0	0	0	0	1	0	0	1	0	0	0
miR-302f-3p	0	0	2	0	4	1	0	5	0	1	0	1	2	0	6	1	0	0	0	0	0
miR-519a-2-5p	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-4708-5p	0	0	2	0	0	0	0	1	0	4	1	0	0	1	0	0	0	0	2	0	0
miR-1255a	0	0	2	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0
miR-4747-5p	0	0	2	0	0	0	1	0	3	0	0	4	2	3	0	0	9	0	0	4	1
miR-5088-5p	0	0	2	0	0	1	4	4	2	2	1	0	1	0	0	0	0	1	5	0	0
miR-3145-3p	0	0	2	0	3	7	7	16	9	2	2	3	9	8	1	2	0	6	14	0	2
miR-517a-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
miR-3660	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-184	0	0	2	13	0	0	0	0	33	1	0	0	15	0	8	0	0	0	5	4	0
miR-592-3p	0	0	2	0	3	0	0	0	5	5	0	0	0	0	5	1	0	2	3	0	0
miR-4303-5p	0	0	2	2	0	0	0	5	2	4	0	1	1	0	0	0	0	2	0	5	0
miR-518a-2-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-3943-5p	0	0	2	0	0	1	0	4	2	1	3	0	4	0	1	1	0	1	6	0	0
miR-7706-5p	0	0	2	3	0	9	6	2	7	3	0	15.5	11	3	1	2	0	0	5	0	6
miR-503-3p	0	0	2	14	4	9	0	4	7	0	1	0	10	2	1	0	0	0	3	2	6
miR-5193-3p	0	0	2	2	5	6	0	7	0	3	0	0	1	2	0	1	1	1	2	0	0
miR-2278-3p	0	0	2	0	0	0	0	1	3	2	0	0	0	0	2	0	0	0	0	0	0
miR-298-5p	0	0	2	1	3	0	0	4	1	0	1	0	0	0	0	0	1	0	0	5	0
miR-206-3p	0	0	2	0	1	0	0	1	6	0	7	4	3	6	0	0	381	8	0	3	3
miR-5192-3p	0	0	1	0	5	0	7	10	0	0	0	0	0	2	0	1	0	0	6	0	1
miR-4771-2-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-448-5p	0	0	1	0	2	0	4	9	0	0	2	3	0	0	0	1	0	0	4	0	0
miR-3683-3p	0	0	1	0	0	0	0	4	0	0	0	0	3	0	0	8	0	3	1	5	0
miR-7157-3p	0	0	1	0	0	0	0	0	0	2	2	3	0	0	0	2	0	0	0	0	0
miR-4749-5p	0	0	1	0	1	0	0	5	0	0	0	0	3	0	0	0	0	2	3	0	4
miR-4278-3p	0	0	1	0	0	0	0	5	4	6	1	4	0	0	0	0	0	0	0	4	1
miR-138-1-3p	0	0	1	0	0	7	0	0	4	0	0	5	1	0	1	0	0	0	2	0	0
miR-5093-3p	0	0	1	1	5	9	2	10	1	4	3	7	4	4	5	1	0	0	2	2	1
miR-4710-3p	0	0	1	1	2	0	0	0	2	2	0	0	6	3	4	5	13	10	1	0	0
miR-5589-5p	0	0	1	0	0	0	0	6	1	0	1	0	6	3	1	2	0	0	0	0	0
miR-4697-5p	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
miR-103b-2-3p	0	0	1	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0
miR-5007-5p	0	0	1	6	0	7	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0
miR-3193-3p	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	4	0	4
miR-522-3p	0	0	1	2	0	0	0	3	2	1	0	4.5	0	4	0	0	0	7	0	0	0
miR-548as-3p	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-10396a-3p	0	0	1	0	0	0	0	0	0	0	1	7	1	1	4	0	0	0	0	0	9.5
miR-526a-1-3p	0	0	1	2	0	0	4	2	0	0	0	0	2	1	1	1	0	0	6	3	8
miR-34b-5p	0	0	1	0	1	0	0	1	0	2	0	0	1	1	3	1	0	19	4	0	0
miR-4744-5p	0	0	1	0	0	0	6	0	3	0	0	0	1	0	0	0	0	0	0	0	0
miR-635-3p	0	0	1	2	0	0	1	2	3	0	1	4	0	0	1	2	0	0	0	1	0
miR-605-5p	0	0	1	2	0	0	0	1	2	4	0	0	13	0	0	0	0	3	0	2	0
miR-3659-5p	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
miR-7847-5p	0	0	1	4	10	0	1	0	2	0	4	4	10	2	5	1	0	4	4	0	0
miR-3674-5p	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	3	1	0	0
miR-4679-2-5p	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1
miR-6736-5p	0	0	1	2	0	0	3	0	2	0	0	3	2	0	0	0	0	0	0	2	2
miR-606-3p	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0
miR-494-5p	0	0	1	0	0	0	0	3	1	0	1	0	3	0	0	1	0	5	0	0	0
miR-10393-5p	0	0	1	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0
miR-378f-5p	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	3	0	0	0
miR-6783-3p	0	0	1	0	6	23	1	1	0	7	0	0	4	3	1	0	0	1	0	8	0
miR-548ak-5p	0	0	1	0.75	0	0.6	1	0	1.8	1.2	0	0	1	1	0.2	0	0	0	0	0	0
miR-4682-3p	0	0	1	0	0	0	0	2	0	0	0	5	4	7	1	2	0	0	0	2	4
miR-4269-5p	0	0	1	1	3	0	0	3	0	2	8	1	3	2	0	1	0	5	1	0	4
miR-7976-3p	0	0	1	4	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0
miR-4748-5p	0	0	1	3	5	0	7	1	0	0	0	0	1	2	1	0	0	4	2	2	2
miR-3155a-3p	0	0	1	4	0	0	0	7	0	0	1	0	0	0	0	0	0	1	2	2	8
miR-1323-3p	0	0	1	1	1	0	5	1	0	0	1	0	3	2	1	1	0	3	0	0	0
miR-6783-5p	0	0	1	0	0	10	3	0	1	0	0	0	0	2	3	0	0	0	1	0	0
miR-6864-5p	0	0	1	0	0	0	0	0	0	5	2	0	0	2	0	0	0	0	0	0	0
miR-7-2-3p	0	0	1	0	0	0	0	3	2	1	2	0	0	1	0	0	0	4	0	0	0
miR-4476-3p	0	0	1	0	0	5	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0
miR-6780a-5p	0	0	1	1	0	0	1	2	0	0	4	7	0	0	3	2	0	0	6	0	0
miR-6802-5p	0	0	1	0	0	0	0	3	3	0	2	3	0	0	0	2	0	1	0	0	0
miR-6086-3p	0	0	1	1	4	0	0	0	0	1	0	0	4	0	0	0	7	0	2	0	0
miR-4465-5p	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0
miR-4633-3p	0	0	1	0	0	1	0	0	2	0	3	0	0	0	3	0	0	0	0	0	0
miR-1305	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-6732-3p	0	0	1	3	7	1	0	0	1	1	6	0	2	0	3	0	2	0	1	0	1
miR-4686-3p	0	0	1	0	0	0	4	0	2	4	4	4	1	0	0	2	0	0	0	0	0
miR-4254-5p	0	0	1	8	0	0	3	1	0	1	0	8	0	1	7	0	0	1	0	1	3
miR-12125	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1976	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
miR-6515-5p	0	0	1	8	1	0	0	4	1	0	0	4	2	3	0	3	0	1	3	11	8
miR-4803-3p	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
miR-549a-3p	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
miR-548aq-5p	0	0	1	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2
miR-9901	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
miR-4743-5p	0	0	1	0	1	0	0	3	0	2	0	0	3	0	0	0	17	3	0	0	2
miR-4698-5p	0	0	1	0	0	2	0	0	1	2	1	1	0	1	1	0	0	3	0	1	0
miR-4462-5p	0	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0
miR-637-3p	0	0	1	1	2	0	3	0	0	0	0	0	4	0	2	0	0	3	0	4	0
miR-3192-5p	0	0	1	4	3	2	5	15	2	0	10	12	0	0	0	0	0	0	4	5	1
miR-7162-3p	0	0	1	2	1	0	4	4	0	1	0	5	1	2	2	2	0	4	8	2	2
miR-4788-5p	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-6865-3p	0	0	1	0	0	0	0	1	0	0	1	11	0	0	2	0	0	0	0	0	3
